year,state,month,number,date,sigla,Longitude,Latitude
2010,Minas Gerais,Janeiro,118.0,2010-01-01,MG,-18.824095,-44.0345
2011,Minas Gerais,Janeiro,61.0,2011-01-01,MG,-18.824095,-44.0345
2012,Minas Gerais,Janeiro,75.0,2012-01-01,MG,-18.824095,-44.0345
2013,Minas Gerais,Janeiro,75.0,2013-01-01,MG,-18.824095,-44.0345
2014,Minas Gerais,Janeiro,133.0,2014-01-01,MG,-18.824095,-44.0345
2015,Minas Gerais,Janeiro,147.0,2015-01-01,MG,-18.824095,-44.0345
2016,Minas Gerais,Janeiro,61.0,2016-01-01,MG,-18.824095,-44.0345
2017,Minas Gerais,Janeiro,106.0,2017-01-01,MG,-18.824095,-44.0345
1998,Minas Gerais,Fevereiro,0.0,1998-01-01,MG,-18.824095,-44.0345
1999,Minas Gerais,Fevereiro,112.0,1999-01-01,MG,-18.824095,-44.0345
2000,Minas Gerais,Fevereiro,20.0,2000-01-01,MG,-18.824095,-44.0345
2001,Minas Gerais,Fevereiro,39.0,2001-01-01,MG,-18.824095,-44.0345
2002,Minas Gerais,Fevereiro,62.0,2002-01-01,MG,-18.824095,-44.0345
2003,Minas Gerais,Fevereiro,126.0,2003-01-01,MG,-18.824095,-44.0345
2004,Minas Gerais,Fevereiro,29.0,2004-01-01,MG,-18.824095,-44.0345
2005,Minas Gerais,Fevereiro,79.0,2005-01-01,MG,-18.824095,-44.0345
2006,Minas Gerais,Fevereiro,96.0,2006-01-01,MG,-18.824095,-44.0345
2007,Minas Gerais,Fevereiro,71.0,2007-01-01,MG,-18.824095,-44.0345
2008,Minas Gerais,Fevereiro,59.0,2008-01-01,MG,-18.824095,-44.0345
2009,Minas Gerais,Fevereiro,74.0,2009-01-01,MG,-18.824095,-44.0345
2010,Minas Gerais,Fevereiro,155.0,2010-01-01,MG,-18.824095,-44.0345
2011,Minas Gerais,Fevereiro,111.0,2011-01-01,MG,-18.824095,-44.0345
2012,Minas Gerais,Fevereiro,123.0,2012-01-01,MG,-18.824095,-44.0345
2013,Minas Gerais,Fevereiro,143.0,2013-01-01,MG,-18.824095,-44.0345
2014,Minas Gerais,Fevereiro,157.0,2014-01-01,MG,-18.824095,-44.0345
2015,Minas Gerais,Fevereiro,84.0,2015-01-01,MG,-18.824095,-44.0345
2016,Minas Gerais,Fevereiro,207.0,2016-01-01,MG,-18.824095,-44.0345
2017,Minas Gerais,Fevereiro,61.0,2017-01-01,MG,-18.824095,-44.0345
1998,Minas Gerais,Março,0.0,1998-01-01,MG,-18.824095,-44.0345
1999,Minas Gerais,Março,13.0,1999-01-01,MG,-18.824095,-44.0345
2000,Minas Gerais,Março,24.0,2000-01-01,MG,-18.824095,-44.0345
2001,Minas Gerais,Março,13.0,2001-01-01,MG,-18.824095,-44.0345
2002,Minas Gerais,Março,62.0,2002-01-01,MG,-18.824095,-44.0345
2003,Minas Gerais,Março,81.0,2003-01-01,MG,-18.824095,-44.0345
2004,Minas Gerais,Março,81.0,2004-01-01,MG,-18.824095,-44.0345
2005,Minas Gerais,Março,107.0,2005-01-01,MG,-18.824095,-44.0345
2006,Minas Gerais,Março,69.0,2006-01-01,MG,-18.824095,-44.0345
2007,Minas Gerais,Março,155.0,2007-01-01,MG,-18.824095,-44.0345
2008,Minas Gerais,Março,61.0,2008-01-01,MG,-18.824095,-44.0345
2009,Minas Gerais,Março,106.0,2009-01-01,MG,-18.824095,-44.0345
2010,Minas Gerais,Março,109.0,2010-01-01,MG,-18.824095,-44.0345
2011,Minas Gerais,Março,67.0,2011-01-01,MG,-18.824095,-44.0345
2012,Minas Gerais,Março,152.0,2012-01-01,MG,-18.824095,-44.0345
2013,Minas Gerais,Março,110.0,2013-01-01,MG,-18.824095,-44.0345
2014,Minas Gerais,Março,77.0,2014-01-01,MG,-18.824095,-44.0345
2015,Minas Gerais,Março,80.0,2015-01-01,MG,-18.824095,-44.0345
2016,Minas Gerais,Março,123.0,2016-01-01,MG,-18.824095,-44.0345
2017,Minas Gerais,Março,105.0,2017-01-01,MG,-18.824095,-44.0345
1998,Minas Gerais,Abril,0.0,1998-01-01,MG,-18.824095,-44.0345
1999,Minas Gerais,Abril,27.0,1999-01-01,MG,-18.824095,-44.0345
2000,Minas Gerais,Abril,49.0,2000-01-01,MG,-18.824095,-44.0345
2001,Minas Gerais,Abril,60.0,2001-01-01,MG,-18.824095,-44.0345
2002,Minas Gerais,Abril,99.0,2002-01-01,MG,-18.824095,-44.0345
2003,Minas Gerais,Abril,215.0,2003-01-01,MG,-18.824095,-44.0345
2004,Minas Gerais,Abril,48.0,2004-01-01,MG,-18.824095,-44.0345
2005,Minas Gerais,Abril,89.0,2005-01-01,MG,-18.824095,-44.0345
2006,Minas Gerais,Abril,50.0,2006-01-01,MG,-18.824095,-44.0345
2007,Minas Gerais,Abril,35.0,2007-01-01,MG,-18.824095,-44.0345
2008,Minas Gerais,Abril,113.0,2008-01-01,MG,-18.824095,-44.0345
2009,Minas Gerais,Abril,26.0,2009-01-01,MG,-18.824095,-44.0345
2010,Minas Gerais,Abril,112.0,2010-01-01,MG,-18.824095,-44.0345
2011,Minas Gerais,Abril,66.0,2011-01-01,MG,-18.824095,-44.0345
2012,Minas Gerais,Abril,180.0,2012-01-01,MG,-18.824095,-44.0345
2013,Minas Gerais,Abril,61.0,2013-01-01,MG,-18.824095,-44.0345
2014,Minas Gerais,Abril,161.0,2014-01-01,MG,-18.824095,-44.0345
2015,Minas Gerais,Abril,109.0,2015-01-01,MG,-18.824095,-44.0345
2016,Minas Gerais,Abril,172.0,2016-01-01,MG,-18.824095,-44.0345
2017,Minas Gerais,Abril,69.0,2017-01-01,MG,-18.824095,-44.0345
1998,Minas Gerais,Maio,0.0,1998-01-01,MG,-18.824095,-44.0345
1999,Minas Gerais,Maio,51.0,1999-01-01,MG,-18.824095,-44.0345
2000,Minas Gerais,Maio,67.0,2000-01-01,MG,-18.824095,-44.0345
2001,Minas Gerais,Maio,83.0,2001-01-01,MG,-18.824095,-44.0345
2002,Minas Gerais,Maio,98.0,2002-01-01,MG,-18.824095,-44.0345
2003,Minas Gerais,Maio,75.0,2003-01-01,MG,-18.824095,-44.0345
2004,Minas Gerais,Maio,79.0,2004-01-01,MG,-18.824095,-44.0345
2005,Minas Gerais,Maio,134.0,2005-01-01,MG,-18.824095,-44.0345
2006,Minas Gerais,Maio,62.0,2006-01-01,MG,-18.824095,-44.0345
2007,Minas Gerais,Maio,124.0,2007-01-01,MG,-18.824095,-44.0345
2008,Minas Gerais,Maio,50.0,2008-01-01,MG,-18.824095,-44.0345
2009,Minas Gerais,Maio,128.0,2009-01-01,MG,-18.824095,-44.0345
2010,Minas Gerais,Maio,179.0,2010-01-01,MG,-18.824095,-44.0345
2011,Minas Gerais,Maio,151.0,2011-01-01,MG,-18.824095,-44.0345
2012,Minas Gerais,Maio,144.0,2012-01-01,MG,-18.824095,-44.0345
2013,Minas Gerais,Maio,150.0,2013-01-01,MG,-18.824095,-44.0345
2014,Minas Gerais,Maio,224.0,2014-01-01,MG,-18.824095,-44.0345
2015,Minas Gerais,Maio,114.0,2015-01-01,MG,-18.824095,-44.0345
2016,Minas Gerais,Maio,186.0,2016-01-01,MG,-18.824095,-44.0345
2017,Minas Gerais,Maio,125.0,2017-01-01,MG,-18.824095,-44.0345
1998,Minas Gerais,Junho,70.0,1998-01-01,MG,-18.824095,-44.0345
1999,Minas Gerais,Junho,132.0,1999-01-01,MG,-18.824095,-44.0345
2000,Minas Gerais,Junho,135.0,2000-01-01,MG,-18.824095,-44.0345
2001,Minas Gerais,Junho,166.0,2001-01-01,MG,-18.824095,-44.0345
2002,Minas Gerais,Junho,207.0,2002-01-01,MG,-18.824095,-44.0345
2003,Minas Gerais,Junho,245.0,2003-01-01,MG,-18.824095,-44.0345
2004,Minas Gerais,Junho,209.0,2004-01-01,MG,-18.824095,-44.0345
2005,Minas Gerais,Junho,246.0,2005-01-01,MG,-18.824095,-44.0345
2006,Minas Gerais,Junho,73.0,2006-01-01,MG,-18.824095,-44.0345
2007,Minas Gerais,Junho,184.0,2007-01-01,MG,-18.824095,-44.0345
2008,Minas Gerais,Junho,48.0,2008-01-01,MG,-18.824095,-44.0345
2009,Minas Gerais,Junho,173.0,2009-01-01,MG,-18.824095,-44.0345
2010,Minas Gerais,Junho,139.0,2010-01-01,MG,-18.824095,-44.0345
2011,Minas Gerais,Junho,304.0,2011-01-01,MG,-18.824095,-44.0345
2012,Minas Gerais,Junho,219.0,2012-01-01,MG,-18.824095,-44.0345
2013,Minas Gerais,Junho,144.0,2013-01-01,MG,-18.824095,-44.0345
2014,Minas Gerais,Junho,376.0,2014-01-01,MG,-18.824095,-44.0345
2015,Minas Gerais,Junho,200.0,2015-01-01,MG,-18.824095,-44.0345
2016,Minas Gerais,Junho,263.0,2016-01-01,MG,-18.824095,-44.0345
2017,Minas Gerais,Junho,360.0,2017-01-01,MG,-18.824095,-44.0345
1998,Minas Gerais,Julho,232.0,1998-01-01,MG,-18.824095,-44.0345
1999,Minas Gerais,Julho,318.0,1999-01-01,MG,-18.824095,-44.0345
2000,Minas Gerais,Julho,345.0,2000-01-01,MG,-18.824095,-44.0345
2001,Minas Gerais,Julho,266.0,2001-01-01,MG,-18.824095,-44.0345
2002,Minas Gerais,Julho,741.0,2002-01-01,MG,-18.824095,-44.0345
2003,Minas Gerais,Julho,407.0,2003-01-01,MG,-18.824095,-44.0345
2004,Minas Gerais,Julho,625.0,2004-01-01,MG,-18.824095,-44.0345
2005,Minas Gerais,Julho,467.0,2005-01-01,MG,-18.824095,-44.0345
2006,Minas Gerais,Julho,336.0,2006-01-01,MG,-18.824095,-44.0345
2007,Minas Gerais,Julho,446.0,2007-01-01,MG,-18.824095,-44.0345
2008,Minas Gerais,Julho,194.0,2008-01-01,MG,-18.824095,-44.0345
2009,Minas Gerais,Julho,477.0,2009-01-01,MG,-18.824095,-44.0345
2010,Minas Gerais,Julho,707.0,2010-01-01,MG,-18.824095,-44.0345
2011,Minas Gerais,Julho,801.0,2011-01-01,MG,-18.824095,-44.0345
2012,Minas Gerais,Julho,669.0,2012-01-01,MG,-18.824095,-44.0345
2013,Minas Gerais,Julho,462.0,2013-01-01,MG,-18.824095,-44.0345
2014,Minas Gerais,Julho,559.0,2014-01-01,MG,-18.824095,-44.0345
2015,Minas Gerais,Julho,288.0,2015-01-01,MG,-18.824095,-44.0345
2016,Minas Gerais,Julho,1.004,2016-01-01,MG,-18.824095,-44.0345
2017,Minas Gerais,Julho,610.0,2017-01-01,MG,-18.824095,-44.0345
1998,Minas Gerais,Agosto,875.0,1998-01-01,MG,-18.824095,-44.0345
1999,Minas Gerais,Agosto,1.19,1999-01-01,MG,-18.824095,-44.0345
2000,Minas Gerais,Agosto,769.0,2000-01-01,MG,-18.824095,-44.0345
2001,Minas Gerais,Agosto,858.0,2001-01-01,MG,-18.824095,-44.0345
2002,Minas Gerais,Agosto,2.041,2002-01-01,MG,-18.824095,-44.0345
2003,Minas Gerais,Agosto,1.955,2003-01-01,MG,-18.824095,-44.0345
2004,Minas Gerais,Agosto,1.642,2004-01-01,MG,-18.824095,-44.0345
2005,Minas Gerais,Agosto,1.029,2005-01-01,MG,-18.824095,-44.0345
2006,Minas Gerais,Agosto,959.0,2006-01-01,MG,-18.824095,-44.0345
2007,Minas Gerais,Agosto,2.975,2007-01-01,MG,-18.824095,-44.0345
2008,Minas Gerais,Agosto,605.0,2008-01-01,MG,-18.824095,-44.0345
2009,Minas Gerais,Agosto,685.0,2009-01-01,MG,-18.824095,-44.0345
2010,Minas Gerais,Agosto,3.353,2010-01-01,MG,-18.824095,-44.0345
2011,Minas Gerais,Agosto,2.742,2011-01-01,MG,-18.824095,-44.0345
2012,Minas Gerais,Agosto,901.0,2012-01-01,MG,-18.824095,-44.0345
2013,Minas Gerais,Agosto,911.0,2013-01-01,MG,-18.824095,-44.0345
2014,Minas Gerais,Agosto,1.952,2014-01-01,MG,-18.824095,-44.0345
2015,Minas Gerais,Agosto,1.059,2015-01-01,MG,-18.824095,-44.0345
2016,Minas Gerais,Agosto,1.433,2016-01-01,MG,-18.824095,-44.0345
2017,Minas Gerais,Agosto,2.142,2017-01-01,MG,-18.824095,-44.0345
1998,Minas Gerais,Setembro,1.981,1998-01-01,MG,-18.824095,-44.0345
1999,Minas Gerais,Setembro,2.686,1999-01-01,MG,-18.824095,-44.0345
2000,Minas Gerais,Setembro,1.08,2000-01-01,MG,-18.824095,-44.0345
2001,Minas Gerais,Setembro,1.597,2001-01-01,MG,-18.824095,-44.0345
2002,Minas Gerais,Setembro,3.1,2002-01-01,MG,-18.824095,-44.0345
2003,Minas Gerais,Setembro,7.091,2003-01-01,MG,-18.824095,-44.0345
2004,Minas Gerais,Setembro,4.339,2004-01-01,MG,-18.824095,-44.0345
2005,Minas Gerais,Setembro,2.047,2005-01-01,MG,-18.824095,-44.0345
2006,Minas Gerais,Setembro,2.78,2006-01-01,MG,-18.824095,-44.0345
2007,Minas Gerais,Setembro,5.088,2007-01-01,MG,-18.824095,-44.0345
2008,Minas Gerais,Setembro,2.552,2008-01-01,MG,-18.824095,-44.0345
2009,Minas Gerais,Setembro,1.31,2009-01-01,MG,-18.824095,-44.0345
2010,Minas Gerais,Setembro,5.059,2010-01-01,MG,-18.824095,-44.0345
2011,Minas Gerais,Setembro,5.978,2011-01-01,MG,-18.824095,-44.0345
2012,Minas Gerais,Setembro,3.219,2012-01-01,MG,-18.824095,-44.0345
2013,Minas Gerais,Setembro,1.656,2013-01-01,MG,-18.824095,-44.0345
2014,Minas Gerais,Setembro,3.454,2014-01-01,MG,-18.824095,-44.0345
2015,Minas Gerais,Setembro,3.088,2015-01-01,MG,-18.824095,-44.0345
2016,Minas Gerais,Setembro,2.093,2016-01-01,MG,-18.824095,-44.0345
2017,Minas Gerais,Setembro,4.697,2017-01-01,MG,-18.824095,-44.0345
1998,Minas Gerais,Outubro,1.093,1998-01-01,MG,-18.824095,-44.0345
1999,Minas Gerais,Outubro,1.363,1999-01-01,MG,-18.824095,-44.0345
2000,Minas Gerais,Outubro,1.954,2000-01-01,MG,-18.824095,-44.0345
2001,Minas Gerais,Outubro,528.0,2001-01-01,MG,-18.824095,-44.0345
2002,Minas Gerais,Outubro,4.788,2002-01-01,MG,-18.824095,-44.0345
2003,Minas Gerais,Outubro,5.391,2003-01-01,MG,-18.824095,-44.0345
2004,Minas Gerais,Outubro,2.736,2004-01-01,MG,-18.824095,-44.0345
2005,Minas Gerais,Outubro,6.546,2005-01-01,MG,-18.824095,-44.0345
2006,Minas Gerais,Outubro,616.0,2006-01-01,MG,-18.824095,-44.0345
2007,Minas Gerais,Outubro,3.467,2007-01-01,MG,-18.824095,-44.0345
2008,Minas Gerais,Outubro,3.787,2008-01-01,MG,-18.824095,-44.0345
2009,Minas Gerais,Outubro,1.013,2009-01-01,MG,-18.824095,-44.0345
2010,Minas Gerais,Outubro,2.048,2010-01-01,MG,-18.824095,-44.0345
2011,Minas Gerais,Outubro,1.206,2011-01-01,MG,-18.824095,-44.0345
2012,Minas Gerais,Outubro,3.97,2012-01-01,MG,-18.824095,-44.0345
2013,Minas Gerais,Outubro,1.221,2013-01-01,MG,-18.824095,-44.0345
2014,Minas Gerais,Outubro,4.735,2014-01-01,MG,-18.824095,-44.0345
2015,Minas Gerais,Outubro,3.708,2015-01-01,MG,-18.824095,-44.0345
2016,Minas Gerais,Outubro,948.0,2016-01-01,MG,-18.824095,-44.0345
2017,Minas Gerais,Outubro,3.062,2017-01-01,MG,-18.824095,-44.0345
1998,Minas Gerais,Novembro,32.0,1998-01-01,MG,-18.824095,-44.0345
1999,Minas Gerais,Novembro,271.0,1999-01-01,MG,-18.824095,-44.0345
2000,Minas Gerais,Novembro,43.0,2000-01-01,MG,-18.824095,-44.0345
2001,Minas Gerais,Novembro,62.0,2001-01-01,MG,-18.824095,-44.0345
2002,Minas Gerais,Novembro,417.0,2002-01-01,MG,-18.824095,-44.0345
2003,Minas Gerais,Novembro,399.0,2003-01-01,MG,-18.824095,-44.0345
2004,Minas Gerais,Novembro,914.0,2004-01-01,MG,-18.824095,-44.0345
2005,Minas Gerais,Novembro,422.0,2005-01-01,MG,-18.824095,-44.0345
2006,Minas Gerais,Novembro,59.0,2006-01-01,MG,-18.824095,-44.0345
2007,Minas Gerais,Novembro,1.305,2007-01-01,MG,-18.824095,-44.0345
2008,Minas Gerais,Novembro,892.0,2008-01-01,MG,-18.824095,-44.0345
2009,Minas Gerais,Novembro,246.0,2009-01-01,MG,-18.824095,-44.0345
2010,Minas Gerais,Novembro,82.0,2010-01-01,MG,-18.824095,-44.0345
2011,Minas Gerais,Novembro,153.0,2011-01-01,MG,-18.824095,-44.0345
2012,Minas Gerais,Novembro,220.0,2012-01-01,MG,-18.824095,-44.0345
2013,Minas Gerais,Novembro,277.0,2013-01-01,MG,-18.824095,-44.0345
2014,Minas Gerais,Novembro,398.0,2014-01-01,MG,-18.824095,-44.0345
2015,Minas Gerais,Novembro,1.453,2015-01-01,MG,-18.824095,-44.0345
2016,Minas Gerais,Novembro,126.0,2016-01-01,MG,-18.824095,-44.0345
2017,Minas Gerais,Novembro,136.0,2017-01-01,MG,-18.824095,-44.0345
1998,Minas Gerais,Dezembro,21.0,1998-01-01,MG,-18.824095,-44.0345
1999,Minas Gerais,Dezembro,32.0,1999-01-01,MG,-18.824095,-44.0345
2000,Minas Gerais,Dezembro,14.0,2000-01-01,MG,-18.824095,-44.0345
2001,Minas Gerais,Dezembro,44.0,2001-01-01,MG,-18.824095,-44.0345
2002,Minas Gerais,Dezembro,225.0,2002-01-01,MG,-18.824095,-44.0345
2003,Minas Gerais,Dezembro,225.0,2003-01-01,MG,-18.824095,-44.0345
2004,Minas Gerais,Dezembro,125.0,2004-01-01,MG,-18.824095,-44.0345
2005,Minas Gerais,Dezembro,65.0,2005-01-01,MG,-18.824095,-44.0345
2006,Minas Gerais,Dezembro,32.0,2006-01-01,MG,-18.824095,-44.0345
2007,Minas Gerais,Dezembro,95.0,2007-01-01,MG,-18.824095,-44.0345
2008,Minas Gerais,Dezembro,25.0,2008-01-01,MG,-18.824095,-44.0345
2009,Minas Gerais,Dezembro,108.0,2009-01-01,MG,-18.824095,-44.0345
2010,Minas Gerais,Dezembro,105.0,2010-01-01,MG,-18.824095,-44.0345
2011,Minas Gerais,Dezembro,43.0,2011-01-01,MG,-18.824095,-44.0345
2012,Minas Gerais,Dezembro,189.0,2012-01-01,MG,-18.824095,-44.0345
2013,Minas Gerais,Dezembro,98.0,2013-01-01,MG,-18.824095,-44.0345
2014,Minas Gerais,Dezembro,155.0,2014-01-01,MG,-18.824095,-44.0345
2015,Minas Gerais,Dezembro,295.0,2015-01-01,MG,-18.824095,-44.0345
2016,Minas Gerais,Dezembro,91.0,2016-01-01,MG,-18.824095,-44.0345
1998,Pará,Janeiro,0.0,1998-01-01,PA,-4.239015,-52.218322
1999,Pará,Janeiro,87.0,1999-01-01,PA,-4.239015,-52.218322
2000,Pará,Janeiro,30.0,2000-01-01,PA,-4.239015,-52.218322
2001,Pará,Janeiro,34.0,2001-01-01,PA,-4.239015,-52.218322
2002,Pará,Janeiro,144.0,2002-01-01,PA,-4.239015,-52.218322
2003,Pará,Janeiro,900.0,2003-01-01,PA,-4.239015,-52.218322
2004,Pará,Janeiro,579.0,2004-01-01,PA,-4.239015,-52.218322
2005,Pará,Janeiro,1.768,2005-01-01,PA,-4.239015,-52.218322
2006,Pará,Janeiro,403.0,2006-01-01,PA,-4.239015,-52.218322
2007,Pará,Janeiro,467.0,2007-01-01,PA,-4.239015,-52.218322
2008,Pará,Janeiro,131.0,2008-01-01,PA,-4.239015,-52.218322
2009,Pará,Janeiro,241.0,2009-01-01,PA,-4.239015,-52.218322
2010,Pará,Janeiro,437.0,2010-01-01,PA,-4.239015,-52.218322
2011,Pará,Janeiro,108.0,2011-01-01,PA,-4.239015,-52.218322
2012,Pará,Janeiro,392.0,2012-01-01,PA,-4.239015,-52.218322
2013,Pará,Janeiro,167.0,2013-01-01,PA,-4.239015,-52.218322
2014,Pará,Janeiro,251.0,2014-01-01,PA,-4.239015,-52.218322
2015,Pará,Janeiro,725.0,2015-01-01,PA,-4.239015,-52.218322
2016,Pará,Janeiro,1.322,2016-01-01,PA,-4.239015,-52.218322
2017,Pará,Janeiro,219.0,2017-01-01,PA,-4.239015,-52.218322
1998,Pará,Fevereiro,0.0,1998-01-01,PA,-4.239015,-52.218322
1999,Pará,Fevereiro,285.0,1999-01-01,PA,-4.239015,-52.218322
2000,Pará,Fevereiro,29.0,2000-01-01,PA,-4.239015,-52.218322
2001,Pará,Fevereiro,16.0,2001-01-01,PA,-4.239015,-52.218322
2002,Pará,Fevereiro,120.0,2002-01-01,PA,-4.239015,-52.218322
2003,Pará,Fevereiro,34.0,2003-01-01,PA,-4.239015,-52.218322
2004,Pará,Fevereiro,20.0,2004-01-01,PA,-4.239015,-52.218322
2005,Pará,Fevereiro,85.0,2005-01-01,PA,-4.239015,-52.218322
2006,Pará,Fevereiro,49.0,2006-01-01,PA,-4.239015,-52.218322
2007,Pará,Fevereiro,23.0,2007-01-01,PA,-4.239015,-52.218322
2008,Pará,Fevereiro,54.0,2008-01-01,PA,-4.239015,-52.218322
2009,Pará,Fevereiro,15.0,2009-01-01,PA,-4.239015,-52.218322
2010,Pará,Fevereiro,102.0,2010-01-01,PA,-4.239015,-52.218322
2011,Pará,Fevereiro,13.0,2011-01-01,PA,-4.239015,-52.218322
2012,Pará,Fevereiro,63.0,2012-01-01,PA,-4.239015,-52.218322
2013,Pará,Fevereiro,30.0,2013-01-01,PA,-4.239015,-52.218322
2014,Pará,Fevereiro,37.0,2014-01-01,PA,-4.239015,-52.218322
2015,Pará,Fevereiro,108.0,2015-01-01,PA,-4.239015,-52.218322
2016,Pará,Fevereiro,430.0,2016-01-01,PA,-4.239015,-52.218322
2017,Pará,Fevereiro,14.0,2017-01-01,PA,-4.239015,-52.218322
1998,Pará,Março,0.0,1998-01-01,PA,-4.239015,-52.218322
1999,Pará,Março,7.0,1999-01-01,PA,-4.239015,-52.218322
2000,Pará,Março,181.0,2000-01-01,PA,-4.239015,-52.218322
2001,Pará,Março,0.0,2001-01-01,PA,-4.239015,-52.218322
2002,Pará,Março,14.0,2002-01-01,PA,-4.239015,-52.218322
2003,Pará,Março,27.0,2003-01-01,PA,-4.239015,-52.218322
2004,Pará,Março,22.0,2004-01-01,PA,-4.239015,-52.218322
2005,Pará,Março,21.0,2005-01-01,PA,-4.239015,-52.218322
2006,Pará,Março,10.0,2006-01-01,PA,-4.239015,-52.218322
2007,Pará,Março,6.0,2007-01-01,PA,-4.239015,-52.218322
2008,Pará,Março,4.0,2008-01-01,PA,-4.239015,-52.218322
2009,Pará,Março,4.0,2009-01-01,PA,-4.239015,-52.218322
2010,Pará,Março,110.0,2010-01-01,PA,-4.239015,-52.218322
2011,Pará,Março,21.0,2011-01-01,PA,-4.239015,-52.218322
2012,Pará,Março,30.0,2012-01-01,PA,-4.239015,-52.218322
2013,Pará,Março,19.0,2013-01-01,PA,-4.239015,-52.218322
2014,Pará,Março,34.0,2014-01-01,PA,-4.239015,-52.218322
2015,Pará,Março,61.0,2015-01-01,PA,-4.239015,-52.218322
2016,Pará,Março,81.0,2016-01-01,PA,-4.239015,-52.218322
2017,Pará,Março,42.0,2017-01-01,PA,-4.239015,-52.218322
1998,Pará,Abril,0.0,1998-01-01,PA,-4.239015,-52.218322
1999,Pará,Abril,6.0,1999-01-01,PA,-4.239015,-52.218322
2000,Pará,Abril,40.0,2000-01-01,PA,-4.239015,-52.218322
2001,Pará,Abril,0.0,2001-01-01,PA,-4.239015,-52.218322
2002,Pará,Abril,11.0,2002-01-01,PA,-4.239015,-52.218322
2003,Pará,Abril,14.0,2003-01-01,PA,-4.239015,-52.218322
2004,Pará,Abril,23.0,2004-01-01,PA,-4.239015,-52.218322
2005,Pará,Abril,14.0,2005-01-01,PA,-4.239015,-52.218322
2006,Pará,Abril,2.0,2006-01-01,PA,-4.239015,-52.218322
2007,Pará,Abril,0.0,2007-01-01,PA,-4.239015,-52.218322
2008,Pará,Abril,7.0,2008-01-01,PA,-4.239015,-52.218322
2009,Pará,Abril,8.0,2009-01-01,PA,-4.239015,-52.218322
2010,Pará,Abril,22.0,2010-01-01,PA,-4.239015,-52.218322
2011,Pará,Abril,10.0,2011-01-01,PA,-4.239015,-52.218322
2012,Pará,Abril,11.0,2012-01-01,PA,-4.239015,-52.218322
2013,Pará,Abril,20.0,2013-01-01,PA,-4.239015,-52.218322
2014,Pará,Abril,27.0,2014-01-01,PA,-4.239015,-52.218322
2015,Pará,Abril,27.0,2015-01-01,PA,-4.239015,-52.218322
2016,Pará,Abril,66.0,2016-01-01,PA,-4.239015,-52.218322
2017,Pará,Abril,45.0,2017-01-01,PA,-4.239015,-52.218322
1998,Pará,Maio,0.0,1998-01-01,PA,-4.239015,-52.218322
1999,Pará,Maio,4.0,1999-01-01,PA,-4.239015,-52.218322
2000,Pará,Maio,12.0,2000-01-01,PA,-4.239015,-52.218322
2001,Pará,Maio,7.0,2001-01-01,PA,-4.239015,-52.218322
2002,Pará,Maio,18.0,2002-01-01,PA,-4.239015,-52.218322
2003,Pará,Maio,3.0,2003-01-01,PA,-4.239015,-52.218322
2004,Pará,Maio,44.0,2004-01-01,PA,-4.239015,-52.218322
2005,Pará,Maio,37.0,2005-01-01,PA,-4.239015,-52.218322
2006,Pará,Maio,0.0,2006-01-01,PA,-4.239015,-52.218322
2007,Pará,Maio,9.0,2007-01-01,PA,-4.239015,-52.218322
2008,Pará,Maio,0.0,2008-01-01,PA,-4.239015,-52.218322
2009,Pará,Maio,7.0,2009-01-01,PA,-4.239015,-52.218322
2010,Pará,Maio,57.0,2010-01-01,PA,-4.239015,-52.218322
2011,Pará,Maio,16.0,2011-01-01,PA,-4.239015,-52.218322
2012,Pará,Maio,59.0,2012-01-01,PA,-4.239015,-52.218322
2013,Pará,Maio,42.0,2013-01-01,PA,-4.239015,-52.218322
2014,Pará,Maio,70.0,2014-01-01,PA,-4.239015,-52.218322
2015,Pará,Maio,95.0,2015-01-01,PA,-4.239015,-52.218322
2016,Pará,Maio,154.0,2016-01-01,PA,-4.239015,-52.218322
2017,Pará,Maio,114.0,2017-01-01,PA,-4.239015,-52.218322
1998,Pará,Junho,58.0,1998-01-01,PA,-4.239015,-52.218322
1999,Pará,Junho,37.0,1999-01-01,PA,-4.239015,-52.218322
2000,Pará,Junho,59.0,2000-01-01,PA,-4.239015,-52.218322
2001,Pará,Junho,42.0,2001-01-01,PA,-4.239015,-52.218322
2002,Pará,Junho,149.0,2002-01-01,PA,-4.239015,-52.218322
2003,Pará,Junho,64.0,2003-01-01,PA,-4.239015,-52.218322
2004,Pará,Junho,340.0,2004-01-01,PA,-4.239015,-52.218322
2005,Pará,Junho,304.0,2005-01-01,PA,-4.239015,-52.218322
2006,Pará,Junho,78.0,2006-01-01,PA,-4.239015,-52.218322
2007,Pará,Junho,129.0,2007-01-01,PA,-4.239015,-52.218322
2008,Pará,Junho,48.0,2008-01-01,PA,-4.239015,-52.218322
2009,Pará,Junho,38.0,2009-01-01,PA,-4.239015,-52.218322
2010,Pará,Junho,94.0,2010-01-01,PA,-4.239015,-52.218322
2011,Pará,Junho,105.0,2011-01-01,PA,-4.239015,-52.218322
2012,Pará,Junho,183.0,2012-01-01,PA,-4.239015,-52.218322
2013,Pará,Junho,173.0,2013-01-01,PA,-4.239015,-52.218322
2014,Pará,Junho,319.0,2014-01-01,PA,-4.239015,-52.218322
2015,Pará,Junho,265.0,2015-01-01,PA,-4.239015,-52.218322
2016,Pará,Junho,502.0,2016-01-01,PA,-4.239015,-52.218322
