year,state,month,number,date,sigla,Longitude,Latitude
2003,Ceará,Abril,3.0,2003-01-01,CE,-4.354732,-39.712723
2004,Ceará,Abril,2.0,2004-01-01,CE,-4.354732,-39.712723
2005,Ceará,Abril,4.0,2005-01-01,CE,-4.354732,-39.712723
2006,Ceará,Abril,1.0,2006-01-01,CE,-4.354732,-39.712723
2007,Ceará,Abril,1.0,2007-01-01,CE,-4.354732,-39.712723
2008,Ceará,Abril,0.0,2008-01-01,CE,-4.354732,-39.712723
2009,Ceará,Abril,0.0,2009-01-01,CE,-4.354732,-39.712723
2010,Ceará,Abril,7.0,2010-01-01,CE,-4.354732,-39.712723
2011,Ceará,Abril,1.0,2011-01-01,CE,-4.354732,-39.712723
2012,Ceará,Abril,2.0,2012-01-01,CE,-4.354732,-39.712723
2013,Ceará,Abril,4.0,2013-01-01,CE,-4.354732,-39.712723
2014,Ceará,Abril,4.0,2014-01-01,CE,-4.354732,-39.712723
2015,Ceará,Abril,3.0,2015-01-01,CE,-4.354732,-39.712723
2016,Ceará,Abril,10.0,2016-01-01,CE,-4.354732,-39.712723
2017,Ceará,Abril,6.0,2017-01-01,CE,-4.354732,-39.712723
1998,Ceará,Maio,0.0,1998-01-01,CE,-4.354732,-39.712723
1999,Ceará,Maio,5.0,1999-01-01,CE,-4.354732,-39.712723
2000,Ceará,Maio,7.0,2000-01-01,CE,-4.354732,-39.712723
2001,Ceará,Maio,81.0,2001-01-01,CE,-4.354732,-39.712723
2002,Ceará,Maio,10.0,2002-01-01,CE,-4.354732,-39.712723
2003,Ceará,Maio,0.0,2003-01-01,CE,-4.354732,-39.712723
2004,Ceará,Maio,3.0,2004-01-01,CE,-4.354732,-39.712723
2005,Ceará,Maio,1.0,2005-01-01,CE,-4.354732,-39.712723
2006,Ceará,Maio,0.0,2006-01-01,CE,-4.354732,-39.712723
2007,Ceará,Maio,0.0,2007-01-01,CE,-4.354732,-39.712723
2008,Ceará,Maio,0.0,2008-01-01,CE,-4.354732,-39.712723
2009,Ceará,Maio,0.0,2009-01-01,CE,-4.354732,-39.712723
2010,Ceará,Maio,2.0,2010-01-01,CE,-4.354732,-39.712723
2011,Ceará,Maio,0.0,2011-01-01,CE,-4.354732,-39.712723
2012,Ceará,Maio,19.0,2012-01-01,CE,-4.354732,-39.712723
2013,Ceará,Maio,4.0,2013-01-01,CE,-4.354732,-39.712723
2014,Ceará,Maio,4.0,2014-01-01,CE,-4.354732,-39.712723
2015,Ceará,Maio,17.0,2015-01-01,CE,-4.354732,-39.712723
2016,Ceará,Maio,8.0,2016-01-01,CE,-4.354732,-39.712723
2017,Ceará,Maio,9.0,2017-01-01,CE,-4.354732,-39.712723
1998,Ceará,Junho,1.0,1998-01-01,CE,-4.354732,-39.712723
1999,Ceará,Junho,16.0,1999-01-01,CE,-4.354732,-39.712723
2000,Ceará,Junho,16.0,2000-01-01,CE,-4.354732,-39.712723
2001,Ceará,Junho,38.0,2001-01-01,CE,-4.354732,-39.712723
2002,Ceará,Junho,13.0,2002-01-01,CE,-4.354732,-39.712723
2003,Ceará,Junho,2.0,2003-01-01,CE,-4.354732,-39.712723
2004,Ceará,Junho,1.0,2004-01-01,CE,-4.354732,-39.712723
2005,Ceará,Junho,6.0,2005-01-01,CE,-4.354732,-39.712723
2006,Ceará,Junho,0.0,2006-01-01,CE,-4.354732,-39.712723
2007,Ceará,Junho,1.0,2007-01-01,CE,-4.354732,-39.712723
2008,Ceará,Junho,1.0,2008-01-01,CE,-4.354732,-39.712723
2009,Ceará,Junho,0.0,2009-01-01,CE,-4.354732,-39.712723
2010,Ceará,Junho,3.0,2010-01-01,CE,-4.354732,-39.712723
2011,Ceará,Junho,5.0,2011-01-01,CE,-4.354732,-39.712723
2012,Ceará,Junho,28.0,2012-01-01,CE,-4.354732,-39.712723
2013,Ceará,Junho,5.0,2013-01-01,CE,-4.354732,-39.712723
2014,Ceará,Junho,19.0,2014-01-01,CE,-4.354732,-39.712723
2015,Ceará,Junho,22.0,2015-01-01,CE,-4.354732,-39.712723
2016,Ceará,Junho,45.0,2016-01-01,CE,-4.354732,-39.712723
2017,Ceará,Junho,23.0,2017-01-01,CE,-4.354732,-39.712723
1998,Ceará,Julho,76.0,1998-01-01,CE,-4.354732,-39.712723
1999,Ceará,Julho,83.0,1999-01-01,CE,-4.354732,-39.712723
2000,Ceará,Julho,18.0,2000-01-01,CE,-4.354732,-39.712723
2001,Ceará,Julho,146.0,2001-01-01,CE,-4.354732,-39.712723
2002,Ceará,Julho,12.0,2002-01-01,CE,-4.354732,-39.712723
2003,Ceará,Julho,14.0,2003-01-01,CE,-4.354732,-39.712723
2004,Ceará,Julho,16.0,2004-01-01,CE,-4.354732,-39.712723
2005,Ceará,Julho,14.0,2005-01-01,CE,-4.354732,-39.712723
2006,Ceará,Julho,1.0,2006-01-01,CE,-4.354732,-39.712723
2007,Ceará,Julho,11.0,2007-01-01,CE,-4.354732,-39.712723
2008,Ceará,Julho,3.0,2008-01-01,CE,-4.354732,-39.712723
2009,Ceará,Julho,7.0,2009-01-01,CE,-4.354732,-39.712723
2010,Ceará,Julho,44.0,2010-01-01,CE,-4.354732,-39.712723
2011,Ceará,Julho,18.0,2011-01-01,CE,-4.354732,-39.712723
2012,Ceará,Julho,50.0,2012-01-01,CE,-4.354732,-39.712723
2013,Ceará,Julho,4.0,2013-01-01,CE,-4.354732,-39.712723
2014,Ceará,Julho,47.0,2014-01-01,CE,-4.354732,-39.712723
2015,Ceará,Julho,25.0,2015-01-01,CE,-4.354732,-39.712723
2016,Ceará,Julho,124.0,2016-01-01,CE,-4.354732,-39.712723
2017,Ceará,Julho,26.0,2017-01-01,CE,-4.354732,-39.712723
1998,Ceará,Agosto,93.0,1998-01-01,CE,-4.354732,-39.712723
1999,Ceará,Agosto,131.0,1999-01-01,CE,-4.354732,-39.712723
2000,Ceará,Agosto,79.0,2000-01-01,CE,-4.354732,-39.712723
2001,Ceará,Agosto,219.0,2001-01-01,CE,-4.354732,-39.712723
2002,Ceará,Agosto,111.0,2002-01-01,CE,-4.354732,-39.712723
2003,Ceará,Agosto,109.0,2003-01-01,CE,-4.354732,-39.712723
2004,Ceará,Agosto,61.0,2004-01-01,CE,-4.354732,-39.712723
2005,Ceará,Agosto,51.0,2005-01-01,CE,-4.354732,-39.712723
2006,Ceará,Agosto,50.0,2006-01-01,CE,-4.354732,-39.712723
2007,Ceará,Agosto,182.0,2007-01-01,CE,-4.354732,-39.712723
2008,Ceará,Agosto,32.0,2008-01-01,CE,-4.354732,-39.712723
2009,Ceará,Agosto,26.0,2009-01-01,CE,-4.354732,-39.712723
2010,Ceará,Agosto,202.0,2010-01-01,CE,-4.354732,-39.712723
2011,Ceará,Agosto,53.0,2011-01-01,CE,-4.354732,-39.712723
2012,Ceará,Agosto,278.0,2012-01-01,CE,-4.354732,-39.712723
2013,Ceará,Agosto,32.0,2013-01-01,CE,-4.354732,-39.712723
2014,Ceará,Agosto,155.0,2014-01-01,CE,-4.354732,-39.712723
2015,Ceará,Agosto,127.0,2015-01-01,CE,-4.354732,-39.712723
2016,Ceará,Agosto,293.0,2016-01-01,CE,-4.354732,-39.712723
2017,Ceará,Agosto,121.0,2017-01-01,CE,-4.354732,-39.712723
1998,Ceará,Setembro,590.0,1998-01-01,CE,-4.354732,-39.712723
1999,Ceará,Setembro,124.0,1999-01-01,CE,-4.354732,-39.712723
2000,Ceará,Setembro,127.0,2000-01-01,CE,-4.354732,-39.712723
2001,Ceará,Setembro,801.0,2001-01-01,CE,-4.354732,-39.712723
2002,Ceará,Setembro,172.0,2002-01-01,CE,-4.354732,-39.712723
2003,Ceará,Setembro,384.0,2003-01-01,CE,-4.354732,-39.712723
2004,Ceará,Setembro,144.0,2004-01-01,CE,-4.354732,-39.712723
2005,Ceará,Setembro,185.0,2005-01-01,CE,-4.354732,-39.712723
2006,Ceará,Setembro,237.0,2006-01-01,CE,-4.354732,-39.712723
2007,Ceará,Setembro,241.0,2007-01-01,CE,-4.354732,-39.712723
2008,Ceará,Setembro,177.0,2008-01-01,CE,-4.354732,-39.712723
2009,Ceará,Setembro,101.0,2009-01-01,CE,-4.354732,-39.712723
2010,Ceará,Setembro,357.0,2010-01-01,CE,-4.354732,-39.712723
2011,Ceará,Setembro,239.0,2011-01-01,CE,-4.354732,-39.712723
2012,Ceará,Setembro,609.0,2012-01-01,CE,-4.354732,-39.712723
2013,Ceará,Setembro,177.0,2013-01-01,CE,-4.354732,-39.712723
2014,Ceará,Setembro,155.0,2014-01-01,CE,-4.354732,-39.712723
2015,Ceará,Setembro,214.0,2015-01-01,CE,-4.354732,-39.712723
2016,Ceará,Setembro,370.0,2016-01-01,CE,-4.354732,-39.712723
2017,Ceará,Setembro,505.0,2017-01-01,CE,-4.354732,-39.712723
1998,Ceará,Outubro,1.014,1998-01-01,CE,-4.354732,-39.712723
1999,Ceará,Outubro,309.0,1999-01-01,CE,-4.354732,-39.712723
2000,Ceará,Outubro,875.0,2000-01-01,CE,-4.354732,-39.712723
2001,Ceará,Outubro,2.045,2001-01-01,CE,-4.354732,-39.712723
2002,Ceará,Outubro,1.606,2002-01-01,CE,-4.354732,-39.712723
2003,Ceará,Outubro,1.761,2003-01-01,CE,-4.354732,-39.712723
2004,Ceará,Outubro,1.217,2004-01-01,CE,-4.354732,-39.712723
2005,Ceará,Outubro,1.378,2005-01-01,CE,-4.354732,-39.712723
2006,Ceará,Outubro,581.0,2006-01-01,CE,-4.354732,-39.712723
2007,Ceará,Outubro,964.0,2007-01-01,CE,-4.354732,-39.712723
2008,Ceará,Outubro,816.0,2008-01-01,CE,-4.354732,-39.712723
2009,Ceará,Outubro,435.0,2009-01-01,CE,-4.354732,-39.712723
2010,Ceará,Outubro,502.0,2010-01-01,CE,-4.354732,-39.712723
2011,Ceará,Outubro,415.0,2011-01-01,CE,-4.354732,-39.712723
2012,Ceará,Outubro,1.104,2012-01-01,CE,-4.354732,-39.712723
2013,Ceará,Outubro,466.0,2013-01-01,CE,-4.354732,-39.712723
2014,Ceará,Outubro,517.0,2014-01-01,CE,-4.354732,-39.712723
2015,Ceará,Outubro,658.0,2015-01-01,CE,-4.354732,-39.712723
2016,Ceará,Outubro,1.31,2016-01-01,CE,-4.354732,-39.712723
2017,Ceará,Outubro,949.0,2017-01-01,CE,-4.354732,-39.712723
1998,Ceará,Novembro,575.0,1998-01-01,CE,-4.354732,-39.712723
1999,Ceará,Novembro,524.0,1999-01-01,CE,-4.354732,-39.712723
2000,Ceará,Novembro,669.0,2000-01-01,CE,-4.354732,-39.712723
2001,Ceará,Novembro,2.456,2001-01-01,CE,-4.354732,-39.712723
2002,Ceará,Novembro,2.715,2002-01-01,CE,-4.354732,-39.712723
2003,Ceará,Novembro,3.327,2003-01-01,CE,-4.354732,-39.712723
2004,Ceará,Novembro,2.9,2004-01-01,CE,-4.354732,-39.712723
2005,Ceará,Novembro,2.483,2005-01-01,CE,-4.354732,-39.712723
2006,Ceará,Novembro,1.012,2006-01-01,CE,-4.354732,-39.712723
2007,Ceará,Novembro,1.443,2007-01-01,CE,-4.354732,-39.712723
2008,Ceará,Novembro,1.753,2008-01-01,CE,-4.354732,-39.712723
2009,Ceará,Novembro,1.653,2009-01-01,CE,-4.354732,-39.712723
2010,Ceará,Novembro,1.652,2010-01-01,CE,-4.354732,-39.712723
2011,Ceará,Novembro,1.561,2011-01-01,CE,-4.354732,-39.712723
2012,Ceará,Novembro,995.0,2012-01-01,CE,-4.354732,-39.712723
2013,Ceará,Novembro,1.081,2013-01-01,CE,-4.354732,-39.712723
2014,Ceará,Novembro,829.0,2014-01-01,CE,-4.354732,-39.712723
2015,Ceará,Novembro,1.081,2015-01-01,CE,-4.354732,-39.712723
2016,Ceará,Novembro,1.328,2016-01-01,CE,-4.354732,-39.712723
2017,Ceará,Novembro,812.0,2017-01-01,CE,-4.354732,-39.712723
1998,Ceará,Dezembro,276.0,1998-01-01,CE,-4.354732,-39.712723
1999,Ceará,Dezembro,397.0,1999-01-01,CE,-4.354732,-39.712723
2000,Ceará,Dezembro,389.0,2000-01-01,CE,-4.354732,-39.712723
2001,Ceará,Dezembro,545.0,2001-01-01,CE,-4.354732,-39.712723
2002,Ceará,Dezembro,1.787,2002-01-01,CE,-4.354732,-39.712723
2003,Ceará,Dezembro,2.436,2003-01-01,CE,-4.354732,-39.712723
2004,Ceará,Dezembro,3.158,2004-01-01,CE,-4.354732,-39.712723
2005,Ceará,Dezembro,1.36,2005-01-01,CE,-4.354732,-39.712723
2006,Ceará,Dezembro,1.161,2006-01-01,CE,-4.354732,-39.712723
2007,Ceará,Dezembro,1.177,2007-01-01,CE,-4.354732,-39.712723
2008,Ceará,Dezembro,1.655,2008-01-01,CE,-4.354732,-39.712723
2009,Ceará,Dezembro,1.987,2009-01-01,CE,-4.354732,-39.712723
2010,Ceará,Dezembro,578.0,2010-01-01,CE,-4.354732,-39.712723
2011,Ceará,Dezembro,1.441,2011-01-01,CE,-4.354732,-39.712723
2012,Ceará,Dezembro,631.0,2012-01-01,CE,-4.354732,-39.712723
2013,Ceará,Dezembro,956.0,2013-01-01,CE,-4.354732,-39.712723
2014,Ceará,Dezembro,643.0,2014-01-01,CE,-4.354732,-39.712723
2015,Ceará,Dezembro,1.021,2015-01-01,CE,-4.354732,-39.712723
2016,Ceará,Dezembro,819.0,2016-01-01,CE,-4.354732,-39.712723
1998,Distrito Federal,Janeiro,0.0,1998-01-01,DF,-15.858437,-47.596956
1999,Distrito Federal,Janeiro,0.0,1999-01-01,DF,-15.858437,-47.596956
2000,Distrito Federal,Janeiro,0.0,2000-01-01,DF,-15.858437,-47.596956
2001,Distrito Federal,Janeiro,0.0,2001-01-01,DF,-15.858437,-47.596956
2002,Distrito Federal,Janeiro,0.0,2002-01-01,DF,-15.858437,-47.596956
2003,Distrito Federal,Janeiro,0.0,2003-01-01,DF,-15.858437,-47.596956
2004,Distrito Federal,Janeiro,0.0,2004-01-01,DF,-15.858437,-47.596956
2005,Distrito Federal,Janeiro,0.0,2005-01-01,DF,-15.858437,-47.596956
2006,Distrito Federal,Janeiro,0.0,2006-01-01,DF,-15.858437,-47.596956
2007,Distrito Federal,Janeiro,0.0,2007-01-01,DF,-15.858437,-47.596956
2008,Distrito Federal,Janeiro,0.0,2008-01-01,DF,-15.858437,-47.596956
2009,Distrito Federal,Janeiro,1.0,2009-01-01,DF,-15.858437,-47.596956
2010,Distrito Federal,Janeiro,2.0,2010-01-01,DF,-15.858437,-47.596956
2011,Distrito Federal,Janeiro,2.0,2011-01-01,DF,-15.858437,-47.596956
2012,Distrito Federal,Janeiro,0.0,2012-01-01,DF,-15.858437,-47.596956
2013,Distrito Federal,Janeiro,0.0,2013-01-01,DF,-15.858437,-47.596956
2014,Distrito Federal,Janeiro,0.0,2014-01-01,DF,-15.858437,-47.596956
2015,Distrito Federal,Janeiro,1.0,2015-01-01,DF,-15.858437,-47.596956
2016,Distrito Federal,Janeiro,1.0,2016-01-01,DF,-15.858437,-47.596956
2017,Distrito Federal,Janeiro,1.0,2017-01-01,DF,-15.858437,-47.596956
1998,Distrito Federal,Fevereiro,0.0,1998-01-01,DF,-15.858437,-47.596956
1999,Distrito Federal,Fevereiro,2.0,1999-01-01,DF,-15.858437,-47.596956
2000,Distrito Federal,Fevereiro,0.0,2000-01-01,DF,-15.858437,-47.596956
2001,Distrito Federal,Fevereiro,1.0,2001-01-01,DF,-15.858437,-47.596956
2002,Distrito Federal,Fevereiro,0.0,2002-01-01,DF,-15.858437,-47.596956
2003,Distrito Federal,Fevereiro,1.0,2003-01-01,DF,-15.858437,-47.596956
2004,Distrito Federal,Fevereiro,0.0,2004-01-01,DF,-15.858437,-47.596956
2005,Distrito Federal,Fevereiro,0.0,2005-01-01,DF,-15.858437,-47.596956
2006,Distrito Federal,Fevereiro,0.0,2006-01-01,DF,-15.858437,-47.596956
2007,Distrito Federal,Fevereiro,0.0,2007-01-01,DF,-15.858437,-47.596956
2008,Distrito Federal,Fevereiro,0.0,2008-01-01,DF,-15.858437,-47.596956
2009,Distrito Federal,Fevereiro,0.0,2009-01-01,DF,-15.858437,-47.596956
2010,Distrito Federal,Fevereiro,4.0,2010-01-01,DF,-15.858437,-47.596956
2011,Distrito Federal,Fevereiro,1.0,2011-01-01,DF,-15.858437,-47.596956
2012,Distrito Federal,Fevereiro,0.0,2012-01-01,DF,-15.858437,-47.596956
2013,Distrito Federal,Fevereiro,1.0,2013-01-01,DF,-15.858437,-47.596956
2014,Distrito Federal,Fevereiro,1.0,2014-01-01,DF,-15.858437,-47.596956
2015,Distrito Federal,Fevereiro,0.0,2015-01-01,DF,-15.858437,-47.596956
2016,Distrito Federal,Fevereiro,2.0,2016-01-01,DF,-15.858437,-47.596956
2017,Distrito Federal,Fevereiro,0.0,2017-01-01,DF,-15.858437,-47.596956
1998,Distrito Federal,Março,0.0,1998-01-01,DF,-15.858437,-47.596956
1999,Distrito Federal,Março,0.0,1999-01-01,DF,-15.858437,-47.596956
2000,Distrito Federal,Março,0.0,2000-01-01,DF,-15.858437,-47.596956
2001,Distrito Federal,Março,0.0,2001-01-01,DF,-15.858437,-47.596956
2002,Distrito Federal,Março,0.0,2002-01-01,DF,-15.858437,-47.596956
2003,Distrito Federal,Março,0.0,2003-01-01,DF,-15.858437,-47.596956
2004,Distrito Federal,Março,0.0,2004-01-01,DF,-15.858437,-47.596956
2005,Distrito Federal,Março,0.0,2005-01-01,DF,-15.858437,-47.596956
2006,Distrito Federal,Março,0.0,2006-01-01,DF,-15.858437,-47.596956
2007,Distrito Federal,Março,1.0,2007-01-01,DF,-15.858437,-47.596956
2008,Distrito Federal,Março,2.0,2008-01-01,DF,-15.858437,-47.596956
2009,Distrito Federal,Março,0.0,2009-01-01,DF,-15.858437,-47.596956
2010,Distrito Federal,Março,0.0,2010-01-01,DF,-15.858437,-47.596956
2011,Distrito Federal,Março,0.0,2011-01-01,DF,-15.858437,-47.596956
2012,Distrito Federal,Março,0.0,2012-01-01,DF,-15.858437,-47.596956
2013,Distrito Federal,Março,1.0,2013-01-01,DF,-15.858437,-47.596956
2014,Distrito Federal,Março,1.0,2014-01-01,DF,-15.858437,-47.596956
2015,Distrito Federal,Março,0.0,2015-01-01,DF,-15.858437,-47.596956
2016,Distrito Federal,Março,1.0,2016-01-01,DF,-15.858437,-47.596956
2017,Distrito Federal,Março,0.0,2017-01-01,DF,-15.858437,-47.596956
1998,Distrito Federal,Abril,0.0,1998-01-01,DF,-15.858437,-47.596956
1999,Distrito Federal,Abril,0.0,1999-01-01,DF,-15.858437,-47.596956
2000,Distrito Federal,Abril,0.0,2000-01-01,DF,-15.858437,-47.596956
2001,Distrito Federal,Abril,0.0,2001-01-01,DF,-15.858437,-47.596956
2002,Distrito Federal,Abril,1.0,2002-01-01,DF,-15.858437,-47.596956
2003,Distrito Federal,Abril,0.0,2003-01-01,DF,-15.858437,-47.596956
2004,Distrito Federal,Abril,1.0,2004-01-01,DF,-15.858437,-47.596956
2005,Distrito Federal,Abril,0.0,2005-01-01,DF,-15.858437,-47.596956
2006,Distrito Federal,Abril,0.0,2006-01-01,DF,-15.858437,-47.596956
2007,Distrito Federal,Abril,0.0,2007-01-01,DF,-15.858437,-47.596956
2008,Distrito Federal,Abril,1.0,2008-01-01,DF,-15.858437,-47.596956
2009,Distrito Federal,Abril,0.0,2009-01-01,DF,-15.858437,-47.596956
2010,Distrito Federal,Abril,8.0,2010-01-01,DF,-15.858437,-47.596956
2011,Distrito Federal,Abril,1.0,2011-01-01,DF,-15.858437,-47.596956
2012,Distrito Federal,Abril,4.0,2012-01-01,DF,-15.858437,-47.596956
2013,Distrito Federal,Abril,1.0,2013-01-01,DF,-15.858437,-47.596956
2014,Distrito Federal,Abril,2.0,2014-01-01,DF,-15.858437,-47.596956
2015,Distrito Federal,Abril,0.0,2015-01-01,DF,-15.858437,-47.596956
2016,Distrito Federal,Abril,5.0,2016-01-01,DF,-15.858437,-47.596956
2017,Distrito Federal,Abril,1.0,2017-01-01,DF,-15.858437,-47.596956
1998,Distrito Federal,Maio,0.0,1998-01-01,DF,-15.858437,-47.596956
1999,Distrito Federal,Maio,0.0,1999-01-01,DF,-15.858437,-47.596956
2000,Distrito Federal,Maio,2.0,2000-01-01,DF,-15.858437,-47.596956
2001,Distrito Federal,Maio,0.0,2001-01-01,DF,-15.858437,-47.596956
2002,Distrito Federal,Maio,1.0,2002-01-01,DF,-15.858437,-47.596956
2003,Distrito Federal,Maio,0.0,2003-01-01,DF,-15.858437,-47.596956
2004,Distrito Federal,Maio,9.0,2004-01-01,DF,-15.858437,-47.596956
2005,Distrito Federal,Maio,2.0,2005-01-01,DF,-15.858437,-47.596956
2006,Distrito Federal,Maio,3.0,2006-01-01,DF,-15.858437,-47.596956
2007,Distrito Federal,Maio,4.0,2007-01-01,DF,-15.858437,-47.596956
2008,Distrito Federal,Maio,6.0,2008-01-01,DF,-15.858437,-47.596956
